segment_id,parent_voyage,start_time,end_time,raw_points,num_1s_points,raw_csv,one_second_csv,source_points,output_points,raw_min_kw,pchip_min_kw,floating_negative_zeroed,split
operating_segment_0214,6月30日05_00_6月30日11_00,2024-06-30T05:27:10,2024-06-30T10:29:40,606,18151,cleaned_30s_segments/operating_segment_0214.csv,operating_segments_1s_rebuilt/operating_segment_0214.csv,606,18151,37.971180000000004,37.971180000000004,0,validation
operating_segment_0215,6月30日05_00_6月30日11_00,2024-06-30T10:35:40,2024-06-30T10:59:40,49,1441,cleaned_30s_segments/operating_segment_0215.csv,operating_segments_1s_rebuilt/operating_segment_0215.csv,49,1441,-109.620408,-109.620408,0,validation
operating_segment_0216,7月2日14_00_7月2日18_00,2024-07-02T14:00:18,2024-07-02T14:20:18,41,1201,cleaned_30s_segments/operating_segment_0216.csv,operating_segments_1s_rebuilt/operating_segment_0216.csv,41,1201,-0.10337500000000001,-0.10337500000000001,0,validation
operating_segment_0217,7月2日14_00_7月2日18_00,2024-07-02T14:27:48,2024-07-02T17:28:50,363,10863,cleaned_30s_segments/operating_segment_0217.csv,operating_segments_1s_rebuilt/operating_segment_0217.csv,363,10863,30.631520000000002,30.631520000000002,0,validation
operating_segment_0218,7月2日14_00_7月2日18_00,2024-07-02T17:36:20,2024-07-02T17:59:50,48,1411,cleaned_30s_segments/operating_segment_0218.csv,operating_segments_1s_rebuilt/operating_segment_0218.csv,48,1411,-0.04600799999999999,-0.04600799999999999,0,validation
operating_segment_0219,7月3日08_00_7月3日16_00,2024-07-03T08:00:22,2024-07-03T08:22:22,45,1321,cleaned_30s_segments/operating_segment_0219.csv,operating_segments_1s_rebuilt/operating_segment_0219.csv,45,1321,-0.09667,-0.09667,0,validation
operating_segment_0220,7月3日08_00_7月3日16_00,2024-07-03T08:28:52,2024-07-03T15:03:53,791,23702,cleaned_30s_segments/operating_segment_0220.csv,operating_segments_1s_rebuilt/operating_segment_0220.csv,791,23702,28.986063999999995,28.986063999999995,0,validation
operating_segment_0221,7月3日08_00_7月3日16_00,2024-07-03T15:10:53,2024-07-03T15:59:53,99,2941,cleaned_30s_segments/operating_segment_0221.csv,operating_segments_1s_rebuilt/operating_segment_0221.csv,99,2941,-0.081905,-0.081905,0,validation
operating_segment_0222,7月9日08_00_7月9日16_00,2024-07-09T08:00:18,2024-07-09T08:18:18,37,1081,cleaned_30s_segments/operating_segment_0222.csv,operating_segments_1s_rebuilt/operating_segment_0222.csv,37,1081,-0.070239,-0.070239,0,validation
operating_segment_0223,7月9日08_00_7月9日16_00,2024-07-09T08:24:18,2024-07-09T15:53:20,898,26943,cleaned_30s_segments/operating_segment_0223.csv,operating_segments_1s_rebuilt/operating_segment_0223.csv,898,26943,28.53244,28.53244,0,validation
operating_segment_0224,7月10日08_00_7月10日18_00,2024-07-10T08:00:23,2024-07-10T08:51:23,103,3061,cleaned_30s_segments/operating_segment_0224.csv,operating_segments_1s_rebuilt/operating_segment_0224.csv,103,3061,-0.08380900000000001,-0.08380900000000001,0,validation
operating_segment_0225,7月10日08_00_7月10日18_00,2024-07-10T08:57:53,2024-07-10T17:51:02,1066,31990,cleaned_30s_segments/operating_segment_0225.csv,operating_segments_1s_rebuilt/operating_segment_0225.csv,1066,31990,29.387759999999997,29.38776,0,validation
operating_segment_0226,7月10日08_00_7月10日18_00,2024-07-10T17:57:32,2024-07-10T17:59:32,5,121,cleaned_30s_segments/operating_segment_0226.csv,operating_segments_1s_rebuilt/operating_segment_0226.csv,5,121,-0.022251000000000003,-0.022251000000000003,0,validation
operating_segment_0227,7月11日06_00_7月12日10_00,2024-07-11T06:00:03,2024-07-11T06:12:03,25,721,cleaned_30s_segments/operating_segment_0227.csv,operating_segments_1s_rebuilt/operating_segment_0227.csv,25,721,-0.09683199999999992,-0.09683199999999992,0,validation
operating_segment_0228,7月11日06_00_7月12日10_00,2024-07-11T06:18:03,2024-07-11T06:59:33,84,2491,cleaned_30s_segments/operating_segment_0228.csv,operating_segments_1s_rebuilt/operating_segment_0228.csv,84,2491,34.20964,34.20964,0,validation
operating_segment_0229,7月11日06_00_7月12日10_00,2024-07-11T07:00:33,2024-07-12T08:13:05,3026,90753,cleaned_30s_segments/operating_segment_0229.csv,operating_segments_1s_rebuilt/operating_segment_0229.csv,3026,90753,30.710472000000006,30.710472000000006,0,validation
operating_segment_0230,7月11日06_00_7月12日10_00,2024-07-12T08:19:35,2024-07-12T09:10:35,103,3061,cleaned_30s_segments/operating_segment_0230.csv,operating_segments_1s_rebuilt/operating_segment_0230.csv,103,3061,33.705083,33.705083,0,validation
operating_segment_0231,7月11日06_00_7月12日10_00,2024-07-12T09:16:35,2024-07-12T09:47:35,63,1861,cleaned_30s_segments/operating_segment_0231.csv,operating_segments_1s_rebuilt/operating_segment_0231.csv,63,1861,-0.107521,-0.107521,0,validation
operating_segment_0232,7月11日06_00_7月12日10_00,2024-07-12T09:51:35,2024-07-12T09:59:35,17,481,cleaned_30s_segments/operating_segment_0232.csv,operating_segments_1s_rebuilt/operating_segment_0232.csv,17,481,-0.110705,-0.110705,0,validation
operating_segment_0233,7月15日14_00_7月15日16_00,2024-07-15T14:00:13,2024-07-15T14:13:13,27,781,cleaned_30s_segments/operating_segment_0233.csv,operating_segments_1s_rebuilt/operating_segment_0233.csv,27,781,-0.098473,-0.098473,0,validation
operating_segment_0234,7月15日14_00_7月15日16_00,2024-07-15T14:19:13,2024-07-15T15:45:43,174,5191,cleaned_30s_segments/operating_segment_0234.csv,operating_segments_1s_rebuilt/operating_segment_0234.csv,174,5191,28.944202,28.944202,0,validation
operating_segment_0235,7月15日14_00_7月15日16_00,2024-07-15T15:51:43,2024-07-15T15:59:43,17,481,cleaned_30s_segments/operating_segment_0235.csv,operating_segments_1s_rebuilt/operating_segment_0235.csv,17,481,-0.041719000000000006,-0.041719000000000006,0,validation
operating_segment_0236,7月18日08_00_7月18日12_00,2024-07-18T08:00:20,2024-07-18T08:39:50,80,2371,cleaned_30s_segments/operating_segment_0236.csv,operating_segments_1s_rebuilt/operating_segment_0236.csv,80,2371,-0.089365,-0.089365,0,validation
operating_segment_0237,7月18日08_00_7月18日12_00,2024-07-18T08:46:20,2024-07-18T10:56:20,261,7801,cleaned_30s_segments/operating_segment_0237.csv,operating_segments_1s_rebuilt/operating_segment_0237.csv,261,7801,35.64856999999999,35.64856999999999,0,validation
operating_segment_0238,7月18日08_00_7月18日12_00,2024-07-18T11:03:20,2024-07-18T11:59:51,114,3392,cleaned_30s_segments/operating_segment_0238.csv,operating_segments_1s_rebuilt/operating_segment_0238.csv,114,3392,-0.06987399999999999,-0.06987399999999998,0,validation
operating_segment_0239,7月19日07_00_7月19日09_00,2024-07-19T07:00:22,2024-07-19T07:29:22,59,1741,cleaned_30s_segments/operating_segment_0239.csv,operating_segments_1s_rebuilt/operating_segment_0239.csv,59,1741,-0.070257,-0.070257,0,validation
operating_segment_0240,7月19日07_00_7月19日09_00,2024-07-19T07:35:22,2024-07-19T08:59:52,170,5071,cleaned_30s_segments/operating_segment_0240.csv,operating_segments_1s_rebuilt/operating_segment_0240.csv,170,5071,56.97987,56.97987,0,validation
operating_segment_0241,7月22日08_00_7月22日11_00,2024-07-22T08:00:28,2024-07-22T08:50:28,101,3001,cleaned_30s_segments/operating_segment_0241.csv,operating_segments_1s_rebuilt/operating_segment_0241.csv,101,3001,-0.080373,-0.080373,0,test
operating_segment_0242,7月22日08_00_7月22日11_00,2024-07-22T08:56:58,2024-07-22T10:57:58,243,7261,cleaned_30s_segments/operating_segment_0242.csv,operating_segments_1s_rebuilt/operating_segment_0242.csv,243,7261,30.409000000000006,30.409000000000006,0,test
operating_segment_0243,7月23日12_00_7月23日15_00,2024-07-23T12:00:01,2024-07-23T12:16:31,34,991,cleaned_30s_segments/operating_segment_0243.csv,operating_segments_1s_rebuilt/operating_segment_0243.csv,34,991,-0.061758,-0.061758,0,test
operating_segment_0244,7月23日12_00_7月23日15_00,2024-07-23T12:24:01,2024-07-23T14:25:01,243,7261,cleaned_30s_segments/operating_segment_0244.csv,operating_segments_1s_rebuilt/operating_segment_0244.csv,243,7261,33.751858,33.751858,0,test
operating_segment_0245,7月23日12_00_7月23日15_00,2024-07-23T14:31:01,2024-07-23T14:59:31,58,1711,cleaned_30s_segments/operating_segment_0245.csv,operating_segments_1s_rebuilt/operating_segment_0245.csv,58,1711,-0.032395,-0.032395,0,test
operating_segment_0246,7月24日14_00_7月24日17_00,2024-07-24T14:00:03,2024-07-24T14:07:33,16,451,cleaned_30s_segments/operating_segment_0246.csv,operating_segments_1s_rebuilt/operating_segment_0246.csv,16,451,-0.23455899999999985,-0.23455899999999985,0,test
operating_segment_0247,7月24日14_00_7月24日17_00,2024-07-24T14:16:03,2024-07-24T16:58:03,322,9721,cleaned_30s_segments/operating_segment_0247.csv,operating_segments_1s_rebuilt/operating_segment_0247.csv,322,9721,41.84557299999999,41.84557299999998,0,test
operating_segment_0248,7月25日08_00_7月25日17_00,2024-07-25T08:00:04,2024-07-25T08:17:04,35,1021,cleaned_30s_segments/operating_segment_0248.csv,operating_segments_1s_rebuilt/operating_segment_0248.csv,35,1021,-0.05512500000000001,-0.05512500000000001,0,test
operating_segment_0249,7月25日08_00_7月25日17_00,2024-07-25T08:25:04,2024-07-25T16:42:35,996,29852,cleaned_30s_segments/operating_segment_0249.csv,operating_segments_1s_rebuilt/operating_segment_0249.csv,996,29852,32.87303,32.87303,0,test
operating_segment_0250,7月25日08_00_7月25日17_00,2024-07-25T16:49:05,2024-07-25T16:59:35,22,631,cleaned_30s_segments/operating_segment_0250.csv,operating_segments_1s_rebuilt/operating_segment_0250.csv,22,631,-0.041515,-0.041515,0,test
operating_segment_0251,7月26日11_00_7月26日13_00,2024-07-26T11:00:07,2024-07-26T11:06:07,13,361,cleaned_30s_segments/operating_segment_0251.csv,operating_segments_1s_rebuilt/operating_segment_0251.csv,13,361,-0.055036,-0.055036,0,test
operating_segment_0252,7月26日11_00_7月26日13_00,2024-07-26T11:13:07,2024-07-26T12:12:07,119,3541,cleaned_30s_segments/operating_segment_0252.csv,operating_segments_1s_rebuilt/operating_segment_0252.csv,119,3541,46.973324000000005,46.973324000000005,0,test
operating_segment_0253,7月26日11_00_7月26日13_00,2024-07-26T12:18:37,2024-07-26T12:59:37,83,2461,cleaned_30s_segments/operating_segment_0253.csv,operating_segments_1s_rebuilt/operating_segment_0253.csv,83,2461,-0.040361999999999995,-0.040361999999999995,0,test
operating_segment_0254,7月29日14_00_7月29日17_00,2024-07-29T14:00:13,2024-07-29T14:20:43,42,1231,cleaned_30s_segments/operating_segment_0254.csv,operating_segments_1s_rebuilt/operating_segment_0254.csv,42,1231,-0.073653,-0.073653,0,test
operating_segment_0255,7月29日14_00_7月29日17_00,2024-07-29T14:27:13,2024-07-29T16:12:13,211,6301,cleaned_30s_segments/operating_segment_0255.csv,operating_segments_1s_rebuilt/operating_segment_0255.csv,211,6301,29.67001,29.670009999999998,0,test
operating_segment_0256,7月29日14_00_7月29日17_00,2024-07-29T16:19:43,2024-07-29T16:59:43,81,2401,cleaned_30s_segments/operating_segment_0256.csv,operating_segments_1s_rebuilt/operating_segment_0256.csv,81,2401,-0.041465,-0.041465,0,test
operating_segment_0257,7月31日08_00_7月31日11_00,2024-07-31T08:00:17,2024-07-31T08:25:47,52,1531,cleaned_30s_segments/operating_segment_0257.csv,operating_segments_1s_rebuilt/operating_segment_0257.csv,52,1531,-0.073663,-0.073663,0,test
operating_segment_0258,7月31日08_00_7月31日11_00,2024-07-31T08:32:17,2024-07-31T10:25:47,228,6811,cleaned_30s_segments/operating_segment_0258.csv,operating_segments_1s_rebuilt/operating_segment_0258.csv,228,6811,37.83027,37.83027,0,test
operating_segment_0259,7月31日08_00_7月31日11_00,2024-07-31T10:32:47,2024-07-31T10:59:47,55,1621,cleaned_30s_segments/operating_segment_0259.csv,operating_segments_1s_rebuilt/operating_segment_0259.csv,55,1621,-0.039095000000000005,-0.039095000000000005,0,test
