sample_id,parent_id,parent,assigned_split,split,relative_path,start_time,end_time,source_points_30s,natural_complete,start_boundary,end_boundary,inclusion_reason,start_speed_kn,end_speed_kn,max_speed_kn,measured_fc_zero_fraction,short_stop_count,stationary_duration_s,sailing_duration_s,alignment_repair_channel_count,alignment_repaired_power_points,onboard_charging_point_count,onboard_charging_duration_s,measured_start_soc_pct,measured_end_soc_pct,boundary_load_nonzero_reason,physical_feasibility,qa_plot,duration_s,point_count_1s,energy_kwh,mean_load_kw,median_load_kw,p90_load_kw,p95_load_kw,p99_load_kw,max_load_kw,start_load_kw,end_load_kw,above600_duration_s,above600_load_energy_kwh,above600_deficit_energy_kwh,low_load_duration_s,medium_load_duration_s,high_load_duration_s,delta_mean_kw_per_s,delta_std_kw_per_s,delta_abs_mean_kw_per_s,delta_abs_p90_kw_per_s,delta_abs_p95_kw_per_s,delta_abs_p99_kw_per_s,delta_abs_max_kw_per_s,difficulty_descriptor
train_parent_040_02,parent_040,6月5日08_00_6月5日19_00,train,train,train/train_parent_040_02.csv,2024-06-05 08:45:14,2024-06-05 09:18:44,68,False,ambiguous_external_supply,ambiguous_external_supply,quality_verified_parent_window_operation,0.1,1.9,8.91428571429,0,0,60,1950,802,68,6,180,89.3083333333,82.1166666667,,feasible,,2010,2011,230.370426035,412.603748123,426.715520441,501.402430639,503.94121869,507.936333121,517.1683,109.51341,76.1753,0,0,0,216,299,1495,-0.0165861243781,1.83775306627,0.725510094527,1.41417946106,2.45367300969,9.38608296046,17.3256304512,not_test
train_parent_040_03,parent_040,6月5日08_00_6月5日19_00,train,train,train/train_parent_040_03.csv,2024-06-05 09:32:14,2024-06-05 09:54:44,46,False,ambiguous_external_supply,ambiguous_external_supply,quality_verified_parent_window_operation,6.26666666667,1.7,9.2,0,0,0,1350,582,46,12,360,83.7,82.3166666667,,feasible,,1350,1351,153.017305071,408.046146857,519.438190645,540.62457221,547.944440999,554.177531961,555.357,536.0294,113.9812,0,0,0,337,126,887,-0.312628296296,1.48515443995,0.725006222222,1.40548204796,2.00210706368,8.04369346928,9.33701293549,not_test
train_parent_040_04,parent_040,6月5日08_00_6月5日19_00,train,train,train/train_parent_040_04.csv,2024-06-05 10:10:14,2024-06-05 11:06:14,113,False,ambiguous_external_supply,source_time_gap,quality_verified_parent_window_operation,1.86,0,12.9,0.12389380531,0,330,3030,1349,113,10,270,85.3833333333,79.25,,feasible,,3360,3361,358.267988442,383.858559045,498.672740165,510.388067032,513.627292038,521.62283202,527.3804,280.4897,29.658278,0,0,0,796,202,2362,-0.0746522089286,1.85014452174,0.692521379167,1.47226313604,2.42055421029,10.8161456714,17.8791502083,not_test
test_parent_041_01,parent_041,6月6日10_00_6月6日21_00,test,test,test/test_parent_041_01.csv,2024-06-06 11:00:47,2024-06-06 13:12:17,264,True,departure_after_long_stop,arrival_before_long_stop,complete_natural_voyage,0,0,12.1285714286,0.113636363636,0,569,7321,1727,262,33,990,93.5916666667,58.125,onboard auxiliary load under vessel-side independent supply,feasible,metadata/qa_plots/test_parent_041_01.png,7890,7891,1291.09432487,589.092467619,733.073815778,811.190304892,825.029898482,840.063060656,901.9051,57.95534,47.46914,5690,1206.00525191,257.671918582,1840,147,5903,-0.00132904942966,2.11060661485,0.757611046388,1.50397904699,2.63686773379,8.39742225797,26.9923513968,long_duration;higher_mean_load;higher_peak_energy;faster_load_variation
test_parent_041_02,parent_041,6月6日10_00_6月6日21_00,test,test,test/test_parent_041_02.csv,2024-06-06 15:38:17,2024-06-06 17:35:47,236,True,departure_after_long_stop,arrival_before_long_stop,complete_natural_voyage,0,0,13.37,0.10593220339,0,600,6450,788,135,24,720,50.0583333333,37.5083333333,onboard auxiliary load under vessel-side independent supply,feasible,metadata/qa_plots/test_parent_041_02.png,7050,7051,645.268819298,329.498971557,350.707973444,408.214818865,459.953382448,725.212388465,748.7586,69.98369,28.88901,175,34.8039484627,5.637281796,1000,4930,1120,-0.00582903262411,1.43523535204,0.548988339858,1.00764680296,1.98896472658,7.72671054466,17.9881465553,higher_peak_energy
validation_parent_042_01,parent_042,6月7日00_00_6月7日24_00,validation,validation,validation/validation_parent_042_01.csv,2024-06-07 09:11:48,2024-06-07 11:15:18,248,True,departure_after_long_stop,arrival_before_long_stop,complete_natural_voyage,0,0,10.8,0.278225806452,0,420,6990,2476,247,73,2190,62.65,60.3583333333,,feasible,,7410,7411,328.073159473,159.387769784,144.966825814,269.695733828,332.476367998,340.630765098,346.080199,50.8364,54.87183,0,0,0,4917,2493,0,0.000544592442645,0.837057931862,0.353642052901,0.661370899604,1.40433418346,3.96881443396,10.1811407499,not_test
train_parent_043_01,parent_043,6月11日08_00_6月11日11_00,train,train,train/train_parent_043_01.csv,2024-06-11 08:18:30,2024-06-11 09:41:01,166,False,source_time_gap,ambiguous_external_supply,quality_verified_parent_window_operation,0,1.3,10,0.5,1,270,4681,1603,165,20,600,97.7083333333,81.475,,feasible,,4951,4952,443.375684625,322.389914088,386.931110153,420.157585185,428.067903633,675.226704027,690.5202,38.09984,100.0491,143,26.4594105536,2.6260772203,1250,1879,1822,0.0125124742476,2.13559408438,0.971741596445,2.55352717398,4.11422494758,11.4981410277,15.9094045041,not_test
train_parent_043_02,parent_043,6月11日08_00_6月11日11_00,train,train,train/train_parent_043_02.csv,2024-06-11 09:46:31,2024-06-11 10:39:31,107,False,ambiguous_external_supply,source_time_gap,quality_verified_parent_window_operation,1.225,0,13.2,0.14953271028,0,300,2880,530,106,4,120,82.275,69.55,,feasible,,3180,3181,441.863427651,500.222748284,652.465812575,667.993544928,671.187508751,677.51953981,685.3317,378.55451,30.086252,2178,398.130607174,35.1306071741,631,321,2228,-0.109581213208,1.9116785216,0.707747331447,1.17840887547,2.67000277156,10.7027786537,15.3038586618,not_test
stress_train_parent_044_01,parent_044,6月12日14_00_6月12日17_00,train,stress_cases,stress_cases/stress_train_parent_044_01.csv,2024-06-12 14:46:35,2024-06-12 16:08:05,164,False,ambiguous_external_supply,ambiguous_external_supply,physical_infeasible_stress_case,0,1.8,14.2,0,0,30,4860,1445,125,26,780,84.425,54.8416666667,,infeasible,,4890,4891,1028.37767567,757.087859393,993.85459932,1019.02880407,1022.04012334,1035.60418508,1048.0427,123.82339,88.96352,3287,900.544079093,352.71074576,437,893,3560,-0.00712880777096,3.38199998588,1.17097930757,2.58140002963,6.05726433185,14.5198593141,39.210274855,not_test
test_parent_045_01,parent_045,6月13日08_00_6月13日14_00,test,test,test/test_parent_045_01.csv,2024-06-13 11:32:39,2024-06-13 13:43:39,263,True,departure_after_long_stop,arrival_before_long_stop,complete_natural_voyage,0,0,10.6,0.0608365019011,0,630,7230,1182,194,9,270,63.2666666667,55.2666666667,onboard auxiliary load under vessel-side independent supply,feasible,metadata/qa_plots/test_parent_045_01.png,7860,7861,624.142266629,285.866687005,353.284128505,368.283907243,370.626837823,374.340496786,376.824,60.470632,31.49114,0,0,0,1292,6568,0,-0.00368695826972,0.928216460292,0.364302355725,0.648850136283,1.2028392788,4.65644231278,11.1783484,lower_to_middle_relative_load
validation_parent_046_01,parent_046,6月14日08_00_6月15日18_00,validation,validation,validation/validation_parent_046_01.csv,2024-06-15 00:12:16,2024-06-15 00:25:46,28,True,departure_after_long_stop,arrival_before_long_stop,complete_natural_voyage,0,0,1.1,1,0,540,270,62,1,0,0,47.2666666667,45.7833333333,,feasible,,810,811,9.0438315403,40.1948068458,32.785159767,60.9747993132,71.9091435856,113.131507626,117.186183,30.557793,30.102743,0,0,0,810,0,0,-0.000561790123457,0.869018340321,0.381321367901,0.978344502667,2.14140106709,3.84085089311,4.06031192562,not_test
test_parent_054_01,parent_054,7月9日08_00_7月9日16_00,test,test,test/test_parent_054_01.csv,2024-07-09 14:02:20,2024-07-09 15:53:20,223,True,departure_after_long_stop,parent_record_edge,complete_natural_voyage,0,0,13.8,0.0762331838565,0,480,6180,1049,203,19,570,62.1833333333,50.6916666667,onboard auxiliary load under vessel-side independent supply,feasible,metadata/qa_plots/test_parent_054_01.png,6660,6661,569.591790465,307.887454305,349.213780696,385.660827884,397.679136492,506.549594837,551.1906,60.87492,28.53244,0,0,0,1320,5038,302,-0.00485622822823,1.69612512433,0.664598921021,1.21779604444,2.16918582222,10.0063153643,16.4447872059,lower_to_middle_relative_load
train_parent_055_01,parent_055,7月10日08_00_7月10日18_00,train,train,train/train_parent_055_01.csv,2024-07-10 08:58:23,2024-07-10 11:40:23,325,False,departure_after_long_stop,ambiguous_external_supply,quality_verified_parent_window_operation,0,1.8,10.3,0.0707692307692,0,240,9480,1590,313,40,1200,97.2166666667,78.6916666667,,feasible,,9720,9721,1244.55987985,460.948103646,429.433172391,676.39965813,698.913608597,720.980371548,761.2289,29.77904,121.0207,2647,492.923048964,51.7563822969,862,2066,6792,0.00938700205761,2.1288573404,0.894764123457,1.88995497778,3.71967572408,10.1973835312,21.8823467111,not_test
train_parent_055_02,parent_055,7月10日08_00_7月10日18_00,train,train,train/train_parent_055_02.csv,2024-07-10 13:02:53,2024-07-10 13:14:53,25,False,ambiguous_external_supply,ambiguous_external_supply,quality_verified_parent_window_operation,0.4,1.8,6,0,0,0,720,41,0,12,360,88.2,87.6666666667,,feasible,,720,721,50.6195870406,253.097935203,231.154330424,380.570398717,391.121076589,397.904582775,399.4274,276.69355,73.528,0,0,0,332,388,0,-0.282174375,2.58157634838,1.60170893056,3.8663984,4.71584411028,11.8783799608,12.6389683215,not_test
train_parent_055_03,parent_055,7月10日08_00_7月10日18_00,train,train,train/train_parent_055_03.csv,2024-07-10 14:39:23,2024-07-10 15:04:23,51,False,departure_after_long_stop,ambiguous_external_supply,quality_verified_parent_window_operation,0,0.2,8.52857142857,0.941176470588,0,270,1230,234,21,0,0,86.0166666667,82.8583333333,,feasible,,1500,1501,58.669677122,140.807225093,121.378620279,258.693723183,314.177600411,382.65873097,429.1331,66.03022,93.10203,0,0,0,1230,258,12,0.0180478733333,2.86011451836,1.50893859867,3.99598259156,6.35498239111,13.1213087556,15.4074033511,not_test
train_parent_055_04,parent_055,7月10日08_00_7月10日18_00,train,train,train/train_parent_055_04.csv,2024-07-10 15:07:23,2024-07-10 15:23:23,33,False,ambiguous_external_supply,ambiguous_external_supply,quality_verified_parent_window_operation,0.4,0.82,6.37619047619,0,0,0,960,264,33,3,90,82.8333333333,81.8916666667,,feasible,,960,961,44.1479971488,165.554989308,143.535808719,309.389836612,357.850716655,375.367145076,375.5205,140.26958,151.80451,0,0,0,788,172,0,0.0120155520833,2.91927223973,1.739986525,4.18310369642,6.47968201571,13.456786413,15.2694399209,not_test
train_parent_055_05,parent_055,7月10日08_00_7月10日18_00,train,train,train/train_parent_055_05.csv,2024-07-10 15:40:53,2024-07-10 15:55:53,31,False,ambiguous_external_supply,ambiguous_external_supply,quality_verified_parent_window_operation,1.07,1.9,12.8571428571,0,0,0,900,252,30,22,660,82.4,82.2333333333,,feasible,,900,901,38.2989561122,153.195824449,115.546373466,296.487448775,437.008236162,470.335809213,471.7095,215.9798,84.56713,0,0,0,739,105,56,-0.146014077778,2.06307957657,1.13885439111,3.63724854618,5.71701574104,7.64760330672,8.36194847688,not_test
train_parent_055_06,parent_055,7月10日08_00_7月10日18_00,train,train,train/train_parent_055_06.csv,2024-07-10 16:25:02,2024-07-10 17:51:02,173,False,ambiguous_external_supply,source_time_gap,quality_verified_parent_window_operation,0.2,0,15.9,0.0462427745665,0,240,4920,877,172,4,120,84.0333333333,63.5666666667,,feasible,,5160,5161,648.106464078,452.16730052,500.057073126,528.24021303,536.29719482,555.565662552,672.7569,177.0081,29.38776,21,3.77946321009,0.279463210095,567,137,4456,-0.0286085930233,1.88504265182,0.780215763566,1.48405317037,2.71472229252,9.17719775096,22.1656882723,not_test
train_parent_056_01,parent_056,7月11日06_00_7月12日10_00,train,train,train/train_parent_056_01.csv,2024-07-11 06:18:33,2024-07-11 08:52:33,309,False,invalid_power_alignment,ambiguous_external_supply,quality_verified_parent_window_operation,0,1.9,11.1,0.119741100324,0,30,9210,1541,306,17,510,94.825,65.0833333333,,feasible,,9240,9241,1335.72688024,520.413070225,525.017442821,708.368287167,785.914973063,913.59615395,949.909,35.07682,105.0502,2621,526.710782217,89.8774488841,635,647,7958,0.00757287662338,2.45659515474,1.14463825606,2.79494094815,5.0220577611,12.045099655,18.7604656068,not_test
train_parent_056_02,parent_056,7月11日06_00_7月12日10_00,train,train,train/train_parent_056_02.csv,2024-07-11 09:04:33,2024-07-11 09:15:33,23,False,ambiguous_external_supply,ambiguous_external_supply,quality_verified_parent_window_operation,1.68571428571,1.7,8.5,0,0,0,660,115,23,14,420,67.8333333333,68.3166666667,,feasible,,660,661,60.4688246835,329.829952819,366.373123436,496.048311625,546.111599524,609.206423501,613.93249,295.523889,107.8273,13,2.19960789858,0.0329412319183,230,207,223,-0.284388771212,2.68629708016,1.66614552576,4.21143705301,6.14890810058,10.6672470424,11.1919350745,not_test
train_parent_056_03,parent_056,7月11日06_00_7月12日10_00,train,train,train/train_parent_056_03.csv,2024-07-11 12:35:03,2024-07-11 13:40:03,131,False,departure_after_long_stop,arrival_before_long_stop,quality_verified_parent_window_operation,0,0.5,14.6,1,0,300,3600,1012,126,0,0,81.7333333333,68.6416666667,,feasible,,3900,3901,239.70324352,221.26453248,248.595710664,307.022796642,408.831578018,464.663036526,468.7001,67.29553,55.09487,0,0,0,1150,2548,202,-0.00312837435897,2.26028092974,1.07768747846,3.36562779852,5.25466274582,10.0691326778,17.0028305214,not_test
train_parent_056_04,parent_056,7月11日06_00_7月12日10_00,train,train,train/train_parent_056_04.csv,2024-07-12 08:19:35,2024-07-12 09:10:35,103,False,source_time_gap,source_time_gap,quality_verified_parent_window_operation,2.3,0.1,15.47,0.582524271845,0,120,2940,183,2,0,0,61.55,52.2,,feasible,,3060,3061,208.850782936,245.706803455,206.657913894,447.230771947,531.24743199,561.985002718,590.3615,168.66585,33.705083,0,0,0,1378,1286,396,-0.044104825817,2.07596393124,0.927287116667,2.12801276372,4.18471520302,9.58878373333,17.1792964296,not_test
train_parent_057_01,parent_057,7月15日14_00_7月15日16_00,train,train,train/train_parent_057_01.csv,2024-07-15 14:19:13,2024-07-15 15:44:43,172,False,source_time_gap,arrival_before_long_stop,quality_verified_parent_window_operation,0,0,16.6,0.488372093023,0,360,4770,847,169,0,0,96.5666666667,66.0916666667,,feasible,,5130,5131,665.826351307,467.246562321,416.736718711,736.621035,745.149625307,774.592151901,792.3338,95.4772,30.441892,1767,359.116453446,64.6164534462,836,1429,2865,-0.0126774479532,2.1392498124,0.874187998441,1.80852624859,2.69173175086,8.53133441225,28.0893094667,not_test
train_parent_058_01,parent_058,7月18日08_00_7月18日12_00,train,train,train/train_parent_058_01.csv,2024-07-18 08:46:50,2024-07-18 10:56:20,260,False,departure_after_long_stop,source_time_gap,quality_verified_parent_window_operation,0,0.1,15.3,1,2,659,7111,2637,260,0,0,97.3333333333,56.625,,feasible,,7770,7771,744.407963657,344.899442621,319.771583689,540.941604267,703.420239326,750.20969424,810.528,59.138,42.763278,733,144.794596556,22.6279298893,2023,2467,3280,-0.00210742882883,2.59589064578,1.23171162368,3.01638982552,5.40731222541,12.564916624,22.3245948229,not_test
train_parent_059_01,parent_059,7月19日07_00_7月19日09_00,train,train,train/train_parent_059_01.csv,2024-07-19 07:35:22,2024-07-19 08:59:52,170,False,source_time_gap,parent_record_edge,quality_verified_parent_window_operation,0,0,16.1,1,1,1590,3480,841,168,0,0,95.8333333333,73.2666666667,,feasible,,5070,5071,412.782551439,293.100036524,211.993288483,707.5344292,724.906687593,743.032421073,753.811,82.34827,72.19712,702,139.691659379,22.6916593791,2522,819,1729,-0.00200219921105,2.45620760214,0.920297310059,2.0386462963,3.98582262832,13.4031996836,23.7810864889,not_test
train_parent_060_01,parent_060,7月22日08_00_7月22日11_00,train,train,train/train_parent_060_01.csv,2024-07-22 08:56:58,2024-07-22 10:57:58,243,False,source_time_gap,parent_record_edge,quality_verified_parent_window_operation,0,0,14.780952381,1,0,180,7080,2251,236,0,0,96.775,58.55,,feasible,,7260,7261,704.067812872,349.124535308,381.238200403,430.19323558,635.842239455,672.324974662,763.379,76.57574,30.80993,400,73.623224299,6.95655763238,716,5133,1411,-0.00630383057851,2.6202874522,1.0836902686,2.36224272738,4.45866282933,12.6824544134,29.8870541896,not_test
train_parent_061_01,parent_061,7月23日12_00_7月23日15_00,train,train,train/train_parent_061_01.csv,2024-07-23 12:24:01,2024-07-23 14:22:01,237,False,source_time_gap,arrival_before_long_stop,quality_verified_parent_window_operation,0.052380952381,0,13.0047619048,1,0,510,6570,276,0,0,0,94.2416666667,66.6833333333,,feasible,,7080,7081,512.564652681,260.626094583,300.112236005,321.014990208,325.761625745,340.484220161,367.802,88.57632,78.39967,0,0,0,1249,5831,0,-0.0014373799435,0.849707949253,0.464472117232,1.06708539259,1.57988140622,3.19030679484,9.27216807407,not_test
train_parent_062_01,parent_062,7月24日14_00_7月24日17_00,train,train,train/train_parent_062_01.csv,2024-07-24 14:32:03,2024-07-24 16:14:03,205,False,departure_after_long_stop,source_time_gap,quality_verified_parent_window_operation,0,9.7,9.8,1,0,240,5880,1017,203,0,0,87.8416666667,62.4083333333,,feasible,,6120,6121,474.569986942,279.158815848,246.380822868,442.545045198,627.010133037,661.864018855,682.6894,78.48072,116.53794,434,76.8618375779,4.52850424453,1244,4242,634,0.0062185,2.23667945983,0.764227002614,1.17482414165,2.40264620716,12.379577566,24.3383072519,not_test
train_parent_062_02,parent_062,7月24日14_00_7月24日17_00,train,train,train/train_parent_062_02.csv,2024-07-24 16:17:33,2024-07-24 16:52:03,70,False,source_time_gap,arrival_before_long_stop,quality_verified_parent_window_operation,9.89444444444,0,14.675,1,0,330,1740,350,70,0,0,62.0416666667,55.4416666667,,feasible,,2070,2071,122.448429312,212.953790107,133.055357329,440.613167336,449.622781932,461.051285505,468.9802,111.6786,59.26407,0,0,0,1314,174,582,-0.0253210289855,2.4385653221,1.07603831594,3.37925227813,5.56977928049,11.6490357776,14.8792151064,not_test
train_parent_063_01,parent_063,7月25日08_00_7月25日17_00,train,train,train/train_parent_063_01.csv,2024-07-25 08:25:04,2024-07-25 11:35:35,382,False,source_time_gap,ambiguous_external_supply,quality_verified_parent_window_operation,0,1.8,10.1,0.0680628272251,0,180,11251,3162,382,12,361,96.9,49.4166666667,,feasible,,11431,11432,1638.11049497,515.89517819,490.47015877,739.814860586,795.105820503,825.448761322,905.5203,77.37496,174.2092,2729,558.435824691,103.602491357,326,811,10294,0.00847119587088,2.42322731065,1.08130253889,2.39052506894,3.32705009872,11.7587963001,26.0795528015,not_test
train_parent_063_02,parent_063,7月25日08_00_7月25日17_00,train,train,train/train_parent_063_02.csv,2024-07-25 13:57:05,2024-07-25 14:12:35,32,False,departure_after_long_stop,ambiguous_external_supply,quality_verified_parent_window_operation,0,0.8,12.67,0.1875,0,210,720,156,31,0,0,51.9416666667,49.3916666667,,feasible,,930,931,38.8502797478,150.388179669,125.599897471,243.376953269,292.402575363,360.661907604,365.0952,68.57734,131.05499,0,0,0,657,273,0,0.0671802688172,2.0292140467,1.19731680215,3.40020519424,4.23018526074,7.85990827328,8.54498320004,not_test
train_parent_063_03,parent_063,7月25日08_00_7月25日17_00,train,train,train/train_parent_063_03.csv,2024-07-25 14:43:05,2024-07-25 15:48:05,131,False,ambiguous_external_supply,ambiguous_external_supply,quality_verified_parent_window_operation,1.09473684211,1.45789473684,14.8666666667,0,0,0,3900,341,37,15,450,50.8166666667,46.6,,feasible,,3900,3901,319.413147803,294.842905664,256.69189445,427.145909378,443.73336449,465.074352549,473.7392,142.52579,128.352,0,0,0,330,2623,947,-0.00363430512821,1.11401571264,0.678014537436,1.60561671111,2.54966626268,4.59982793689,6.93511595501,not_test
train_parent_063_04,parent_063,7月25日08_00_7月25日17_00,train,train,train/train_parent_063_04.csv,2024-07-25 16:01:35,2024-07-25 16:41:35,81,False,ambiguous_external_supply,arrival_before_long_stop,quality_verified_parent_window_operation,1.71428571429,0,15,0.148148148148,0,270,2130,371,35,5,120,47.7583333333,44.0083333333,,feasible,,2400,2401,184.467041709,276.700562564,316.359246712,419.359354742,432.165770981,437.417716981,445.55164,157.71524,33.54735,0,0,0,606,1327,467,-0.0517366208333,2.4634994557,1.02646785083,2.17276698407,4.65290839261,12.6965515037,15.8190062495,not_test
train_parent_064_01,parent_064,7月26日11_00_7月26日13_00,train,train,train/train_parent_064_01.csv,2024-07-26 11:13:07,2024-07-26 12:11:37,118,False,source_time_gap,arrival_before_long_stop,quality_verified_parent_window_operation,1.6,0.02,14.4,1,0,180,3330,581,116,0,0,79.275,64.9666666667,,feasible,,3510,3511,265.516178883,272.324286033,277.836329496,396.886397705,408.964870359,483.498230662,496.9818,262.7718,55.02845,0,0,0,593,2631,286,-0.0591861396011,1.79617036746,0.911952402849,2.3746664428,3.54413087361,8.40157810587,11.9136881551,not_test
train_parent_065_01,parent_065,7月29日14_00_7月29日17_00,train,train,train/train_parent_065_01.csv,2024-07-29 14:27:13,2024-07-29 16:12:13,211,False,source_time_gap,source_time_gap,quality_verified_parent_window_operation,0,0,12.7157894737,0.568720379147,0,300,6000,448,47,0,0,97.7166666667,69.875,,feasible,,6300,6301,606.752935674,346.715963242,250.64815938,647.724546797,656.602099917,680.49029253,694.6093,45.72288,29.67001,1987,354.625407428,23.4587407611,1658,2212,2430,-0.00254807460317,1.40570263408,0.694178028254,1.63822257081,2.92258389109,6.80836276356,9.20623450918,not_test
train_parent_066_01,parent_066,7月31日08_00_7月31日11_00,train,train,train/train_parent_066_01.csv,2024-07-31 08:35:17,2024-07-31 10:25:47,222,False,departure_after_long_stop,source_time_gap,quality_verified_parent_window_operation,0,0.1,13,1,1,600,6030,1115,220,0,0,95.8916666667,66.4583333333,,feasible,,6630,6631,548.152919362,297.639594224,283.982994632,491.539274646,499.879674059,521.222107849,609.885,50.3598,44.02805,9,1.51600294161,0.0160029416116,1959,2539,2132,-0.000955015082956,1.88126136798,0.843713093816,2.15030488716,3.68684416457,9.65142632502,14.9613748644,not_test
